,78258,78259,78260,78261,78263,78264,78266,78606,78623,78638,78648,78655,78666,78670,78676,78883,78884
id,78258,78259,78260,78261,78263,78264,78266,78606,78623,78638,78648,78655,78666,78670,78676,78883,78884
zipCode,78258,78259,78260,78261,78263,78264,78266,78606,78623,78638,78648,78655,78666,78670,78676,78883,78884
