,78002,78003,78006,78009,78010,78015,78023,78039,78052,78054,78055,78063,78064,78069,78070,78073,78101,78108,78109,78112,78113,78114,78121,78123,78124,78130,78132,78133,78140,78147,78148,78150,78152,78154,78155,78160,78161,78163,78201,78202,78203,78204,78205,78207,78258,78259,78260,78261,78263,78264,78266,78606,78623,78638,78648,78655,78666,78670,78676,78883,78884,78208,78209,78210,78211,78212,78213,78214,78215,78216,78217,78218,78219,78220,78221,78222,78223,78224,78225,78226,78227,78228,78229,78230,78231,78232,78233,78234,78235,78236,78237,78238,78239,78240,78242,78244,78245,78247,78248,78249,78250,78251,78252,78253,78254,78255,78256,78257
id,78002,78003,78006,78009,78010,78015,78023,78039,78052,78054,78055,78063,78064,78069,78070,78073,78101,78108,78109,78112,78113,78114,78121,78123,78124,78130,78132,78133,78140,78147,78148,78150,78152,78154,78155,78160,78161,78163,78201,78202,78203,78204,78205,78207,78258,78259,78260,78261,78263,78264,78266,78606,78623,78638,78648,78655,78666,78670,78676,78883,78884,78208,78209,78210,78211,78212,78213,78214,78215,78216,78217,78218,78219,78220,78221,78222,78223,78224,78225,78226,78227,78228,78229,78230,78231,78232,78233,78234,78235,78236,78237,78238,78239,78240,78242,78244,78245,78247,78248,78249,78250,78251,78252,78253,78254,78255,78256,78257
zipCode,78002,78003,78006,78009,78010,78015,78023,78039,78052,78054,78055,78063,78064,78069,78070,78073,78101,78108,78109,78112,78113,78114,78121,78123,78124,78130,78132,78133,78140,78147,78148,78150,78152,78154,78155,78160,78161,78163,78201,78202,78203,78204,78205,78207,78258,78259,78260,78261,78263,78264,78266,78606,78623,78638,78648,78655,78666,78670,78676,78883,78884,78208,78209,78210,78211,78212,78213,78214,78215,78216,78217,78218,78219,78220,78221,78222,78223,78224,78225,78226,78227,78228,78229,78230,78231,78232,78233,78234,78235,78236,78237,78238,78239,78240,78242,78244,78245,78247,78248,78249,78250,78251,78252,78253,78254,78255,78256,78257
