,zip_code,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
17,78108,1370,1580,1920,2440,2980,2023
18,78109,1120,1290,1560,1980,2420,2023
19,78112,840,970,1180,1500,1830,2023
20,78113,860,1000,1200,1520,1870,2023
21,78114,820,940,1140,1450,1770,2023
22,78115,1010,1160,1410,1790,2190,2023
23,78121,940,1080,1310,1670,2030,2023
24,78123,790,920,1110,1410,1720,2023
25,78124,860,990,1200,1530,1860,2023
26,78130,1000,1150,1400,1780,2170,2023
27,78131,1020,1180,1430,1820,2220,2023
28,78132,1040,1200,1450,1840,2250,2023
29,78133,920,1060,1290,1640,2000,2023
30,78140,770,890,1080,1370,1670,2023
31,78143,780,900,1090,1390,1690,2023
32,78147,770,890,1080,1370,1670,2023
33,78148,890,1020,1240,1580,1920,2023
34,78150,910,1050,1270,1620,1970,2023
35,78152,960,1110,1340,1700,2080,2023
36,78154,1160,1340,1620,2060,2510,2023
37,78155,820,950,1150,1460,1780,2023
38,78156,1010,1160,1410,1790,2190,2023
39,78160,780,900,1090,1390,1690,2023
40,78161,870,1010,1220,1550,1890,2023
41,78163,1020,1180,1430,1820,2220,2023
42,78201,790,910,1100,1400,1710,2023
43,78202,750,870,1050,1340,1630,2023
44,78203,720,820,1000,1270,1550,2023
45,78204,830,960,1160,1480,1800,2023
46,78205,820,950,1150,1460,1780,2023
47,78206,910,1050,1270,1620,1970,2023
48,78207,690,800,970,1230,1500,2023
49,78208,690,800,970,1230,1500,2023
50,78209,1040,1200,1450,1840,2250,2023
51,78210,740,860,1040,1320,1610,2023
52,78211,780,900,1090,1390,1690,2023
53,78212,850,980,1190,1510,1840,2023
54,78213,930,1070,1300,1650,2020,2023
55,78214,740,860,1040,1320,1610,2023
56,78215,1280,1480,1790,2280,2770,2023
57,78216,940,1090,1320,1680,2050,2023
58,78217,900,1040,1260,1600,1950,2023
59,78218,870,1000,1210,1540,1880,2023
60,78219,850,980,1190,1510,1840,2023
61,78220,840,970,1180,1500,1830,2023
62,78221,770,890,1080,1370,1670,2023
63,78222,870,1000,1210,1540,1880,2023
64,78223,790,910,1100,1400,1710,2023
65,78224,840,970,1180,1500,1830,2023
66,78225,750,870,1050,1340,1630,2023
67,78226,690,790,960,1220,1490,2023
68,78227,810,930,1130,1440,1750,2023
69,78228,760,870,1060,1350,1640,2023
70,78229,980,1130,1370,1740,2120,2023
71,78230,990,1150,1390,1770,2150,2023
72,78231,1030,1190,1440,1830,2230,2023
73,78232,1060,1220,1480,1880,2290,2023
74,78233,980,1130,1370,1740,2120,2023
75,78234,1370,1580,1920,2440,2980,2023
76,78235,1070,1230,1490,1900,2310,2023
77,78236,1370,1580,1920,2440,2980,2023
78,78237,740,850,1030,1310,1600,2023
79,78238,870,1000,1210,1540,1880,2023
80,78239,1040,1200,1460,1860,2260,2023
81,78240,1020,1170,1420,1810,2200,2023
82,78241,910,1050,1270,1620,1970,2023
83,78242,750,870,1050,1340,1630,2023
84,78243,910,1050,1270,1620,1970,2023
85,78244,1120,1290,1560,1980,2420,2023
86,78245,1010,1160,1410,1790,2190,2023
87,78246,910,1050,1270,1620,1970,2023
88,78247,1070,1240,1500,1910,2330,2023
89,78248,1140,1310,1590,2020,2460,2023
90,78249,1140,1310,1590,2020,2460,2023
91,78250,970,1110,1350,1720,2090,2023
92,78251,1040,1200,1450,1840,2250,2023
93,78252,1100,1260,1530,1950,2370,2023
94,78253,1210,1390,1690,2160,2600,2023
95,78254,1170,1340,1630,2070,2530,2023
96,78255,1260,1450,1760,2240,2730,2023
97,78256,1180,1360,1650,2100,2560,2023
98,78257,1120,1290,1570,2000,2430,2023
99,78258,1250,1440,1750,2230,2710,2023
100,78259,1100,1270,1540,1960,2390,2023
101,78260,1370,1580,1920,2440,2980,2023
102,78261,1280,1480,1790,2280,2770,2023
103,78263,910,1050,1270,1620,1970,2023
104,78264,820,950,1140,1450,1780,2023
105,78265,910,1050,1270,1620,1970,2023
106,78266,1370,1580,1920,2440,2980,2023
107,78268,910,1050,1270,1620,1970,2023
108,78269,910,1050,1270,1620,1970,2023
109,78270,910,1050,1270,1620,1970,2023
110,78278,910,1050,1270,1620,1970,2023
111,78279,910,1050,1270,1620,1970,2023
112,78280,910,1050,1270,1620,1970,2023
113,78283,910,1050,1270,1620,1970,2023
114,78285,910,1050,1270,1620,1970,2023
115,78288,910,1050,1270,1620,1970,2023
116,78291,910,1050,1270,1620,1970,2023
117,78292,910,1050,1270,1620,1970,2023
118,78293,910,1050,1270,1620,1970,2023
119,78294,910,1050,1270,1620,1970,2023
120,78295,910,1050,1270,1620,1970,2023
121,78296,910,1050,1270,1620,1970,2023
122,78297,910,1050,1270,1620,1970,2023
123,78298,910,1050,1270,1620,1970,2023
124,78299,910,1050,1270,1620,1970,2023
125,78606,690,830,1010,1250,1560,2023
126,78623,1020,1160,1390,1770,2110,2023
127,78638,1020,1180,1430,1820,2220,2023
128,78648,850,940,1110,1420,1650,2023
129,78655,870,980,1160,1480,1750,2023
130,78666,980,1090,1280,1640,1910,2023
131,78670,910,1030,1220,1560,1850,2023
132,78676,1200,1330,1560,2000,2320,2023
133,78883,670,760,940,1200,1430,2023
134,78884,790,910,1100,1400,1710,2023
135,78885,790,910,1100,1400,1710,2023
