,78002,78003,78006,78009,78010,78015,78023,78039,78052,78054,78055,78063,78064,78069,78070,78073,78101,78108,78109,78112,78113,78114,78121,78123,78124,78130,78132,78133,78140,78147,78148,78150,78152,78154,78155,78160,78161,78163,78201,78202,78203,78204,78205,78207
id,78002,78003,78006,78009,78010,78015,78023,78039,78052,78054,78055,78063,78064,78069,78070,78073,78101,78108,78109,78112,78113,78114,78121,78123,78124,78130,78132,78133,78140,78147,78148,78150,78152,78154,78155,78160,78161,78163,78201,78202,78203,78204,78205,78207
zipCode,78002,78003,78006,78009,78010,78015,78023,78039,78052,78054,78055,78063,78064,78069,78070,78073,78101,78108,78109,78112,78113,78114,78121,78123,78124,78130,78132,78133,78140,78147,78148,78150,78152,78154,78155,78160,78161,78163,78201,78202,78203,78204,78205,78207
